,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
1602,NOLSM3161219316,Oxidation,1,wet,1105.962042,H2O,49.91,0.214,97,704.92,Photo,3,0.83591,14.18,15.109,19.996,206.177,90.001,499.125,4071.633,5068.397,5.189,88.064,29.997,photo_li,3,40.441,G,436,548.068,108.873,Etching,1,401,1479,3679,5723,71.185,51.489,1.028,Implantation,1,1.70E+16,1.79E+17,7.08E+17,3.00E+17,6.00E+17,31843.883,101.586,897,155,Inspect,48,none,12,46,28-02-2022,13311,1331,0
1603,NOLSM3171220317,Oxidation,1,dry,1119.316231,O2,32.47,0.21,65,706.38,Photo,3,1.36943,14.585,15.018,20.002,199.367,89.999,497.153,3985.677,5047.977,5.082,92.242,30.003,photo_li,3,38.767,H,405,522.04,106.626,Etching,2,245,1498,3621,5743,70.408,50.432,1.052,Implantation,2,8.56E+15,6.81E+16,6.64E+17,3.02E+17,6.00E+17,30427.029,104.247,892,158,Inspect,15,none,12,47,28-02-2022,13322,1332,0
1604,NOLSM3181221318,Oxidation,1,dry,1255.851264,O2,32.82,0.21,231,711.046,Photo,3,1.92633,13.185,15.16,19.997,201.816,89.999,500.809,3978.724,4968.25,5.157,91.764,29.999,photo_li,3,35.101,G,436,536.467,106.338,Etching,3,300,1497,3629,5687,70.8,50.975,1.033,Implantation,3,8.27E+15,9.34E+16,5.31E+17,3.01E+17,6.00E+17,31076.654,102.468,918,152,Inspect,50,none,12,48,28-02-2022,13333,1333,0
1605,NOLSM3191222319,Oxidation,1,dry,1154.551793,O2,36.66,0.202,138,709.991,Photo,3,1.41846,16.626,15.028,20,200.226,90.001,503.566,4056.014,5093.549,4.879,91.558,30.002,photo_li,3,45.415,H,405,529.092,109.39,Etching,1,498,1363,3632,5713,70.27,51.249,1.035,Implantation,1,1.17E+16,4.06E+16,5.88E+17,2.99E+17,6.00E+17,31775.473,102.414,924,154,Inspect,83,none,12,49,28-02-2022,13311,1331,0
1606,NOLSM3201223320,Oxidation,1,dry,1192.858285,O2,35.44,0.214,104,701.424,Photo,3,0.67979,12.256,14.913,20.003,197.906,90.001,503.174,4029.12,4981.247,5.022,92.177,29.998,photo_li,3,30.468,G,436,551.646,108.471,Etching,2,425,1467,3664,5747,70.338,51.521,1.021,Implantation,2,1.46E+16,1.03E+17,6.53E+17,3.00E+17,6.00E+17,31621.297,101.545,889,153,Inspect,102,none,12,50,28-02-2022,13322,1332,0
1607,NOLSM3211224321,Oxidation,1,dry,1020.122322,O2,36.74,0.2,90,713.608,Photo,3,0.73422,19.021,15.075,19.998,201.543,90.001,504.22,3971.194,4956.952,5.047,91.584,30.011,photo_li,3,44.727,H,405,502.298,107.983,Etching,3,501,1222,3651,5715,71.649,51.753,1.029,Implantation,3,1.13E+16,1.66E+17,2.32E+17,3.01E+17,6.00E+17,31948.15,103.936,908,155,Inspect,86,none,12,51,28-02-2022,13333,1333,0
1608,NOLSM3221225322,Oxidation,1,dry,1131.138179,O2,25.53,0.212,121,712.692,Photo,3,0.94868,14.032,14.855,19.997,203.059,90.002,505.045,4035.394,5098.381,4.987,92.019,30,photo_li,3,47.106,H,405,531.463,110.232,Etching,1,349,1504,3674,5719,71.803,49.778,1.013,Implantation,1,1.85E+16,1.20E+17,3.90E+17,3.00E+17,6.00E+17,31259.581,104.197,917,154,Inspect,136,none,12,52,28-02-2022,13311,1331,0
1609,NOLSM3231226323,Oxidation,1,dry,1055.893448,O2,42.37,0.218,89,714.415,Photo,3,0.86307,17.11,15.108,20.003,205.483,90,499.052,3952.67,4982.231,4.908,95.838,30.004,photo_li,3,21.01,I,365,505.352,107.184,Etching,2,578,1501,3660,5728,70.276,51.213,1.017,Implantation,2,1.41E+16,7.02E+16,2.63E+17,3.01E+17,6.00E+17,32083.164,102.615,909,154,Inspect,122,none,12,53,28-02-2022,13322,1332,0
1610,NOLSM3241227324,Oxidation,1,dry,1095.384157,O2,31.47,0.213,45,715.404,Photo,3,1.44112,16.962,14.907,19.999,199.391,89.999,501.817,3972.34,5088.144,4.899,95.28,30.003,photo_li,3,38.434,I,365,513.177,108.535,Etching,3,670,1538,3657,5709,71.456,50.481,1.037,Implantation,3,9.65E+15,8.08E+16,6.97E+17,3.00E+17,6.00E+17,31228.026,102.651,887,155,Inspect,217,[['Edge-Ring']],12,54,28-02-2022,13333,1333,1
1611,NOLSM838321838,Oxidation,2,wet,1282.288962,H2O,44.85,0.215,22,695.764,Photo,2,0.83591,16.09,15.027,19.998,203.609,89.999,503.609,4072.172,5090.215,5.094,93.759,29.995,photo_li,1,31.064,I,365,469.44,106.68,Etching,1,207,1481,3659,5726,71.756,50.712,1.018,Implantation,1,1.02E+16,9.86E+16,1.21E+17,3.01E+17,6.00E+17,32252.755,101.779,868,153,Inspect,96,none,32,28,28-02-2022,22111,2211,0
1612,NOLSM839322839,Oxidation,2,wet,1290.504539,H2O,44.98,0.218,25,723.533,Photo,2,1.36943,19.026,14.862,20.001,204.457,90,504.457,4089.147,5111.434,5.142,93.835,29.997,photo_li,1,34.809,I,365,472.467,106.929,Etching,2,212,1588,3667,5750,72.353,50.985,1.025,Implantation,2,4.08E+15,2.68E+16,1.94E+16,2.99E+17,6.00E+17,32103.171,102.462,867,154,Inspect,117,none,32,29,28-02-2022,22122,2212,0
1613,NOLSM840323840,Oxidation,2,wet,1293.536106,H2O,45.14,0.219,26,720.668,Photo,2,1.92633,18.891,15.117,20.001,205.176,90.001,505.176,4103.51,5129.388,5.134,95.54,29.997,photo_li,1,38.514,I,365,470.478,107.659,Etching,3,218,1441,3658,5705,72.067,50.812,1.02,Implantation,3,4.59E+15,9.55E+14,4.15E+16,3.02E+17,6.00E+17,32421.751,102.03,867,153,Inspect,60,none,32,30,28-02-2022,22133,2213,0
1614,NOLSM841324841,Oxidation,2,wet,1279.501249,H2O,45.07,0.219,26,722.091,Photo,2,1.41846,13.788,15,20.004,207.765,90.001,507.765,4001.361,5194.134,5.189,95.135,30,photo_li,1,31.605,I,365,460.719,107.748,Etching,1,177,1441,3661,5708,72.209,50.964,1.024,Implantation,1,1.61E+16,1.2E+11,2.76E+13,2.99E+17,6.00E+17,32251.764,102.409,868,154,Inspect,78,none,32,31,28-02-2022,22111,2211,0
1615,NOLSM842325842,Oxidation,2,wet,1289.813199,H2O,45.1,0.22,27,720.444,Photo,2,0.67979,18.771,15.02,19.998,206.887,90,506.887,4054.534,5172.184,5.147,94.464,30.006,photo_li,1,34.303,I,365,472.83,106.783,Etching,2,221,1402,3658,5724,72.044,50.635,1.016,Implantation,2,5.06E+15,1.88E+16,4.19E+16,3.01E+17,6.00E+17,32241.615,101.586,868,152,Inspect,57,none,32,32,28-02-2022,22122,2212,0
1616,NOLSM843326843,Oxidation,2,wet,1285.477233,H2O,32.8,0.217,24,706.242,Photo,2,0.73422,20.701,14.957,19.995,205.924,90,505.924,3957.086,5148.108,5.146,94.028,30.005,photo_li,1,35.4,I,365,474.027,106.916,Etching,3,175,1353,3645,5693,70.624,50.678,1.017,Implantation,3,8.13E+15,4.14E+16,4.23E+17,3.00E+17,6.00E+17,32242.286,101.695,868,153,Inspect,69,none,32,33,28-02-2022,22133,2213,0
1617,NOLSM844327844,Oxidation,2,wet,1288.143585,H2O,31.86,0.216,23,712.373,Photo,2,1.81419,11.253,15.047,20,204.94,89.999,504.94,4087.957,5123.496,5.107,93.706,30.003,photo_li,1,31.265,I,365,472.243,106.405,Etching,1,236,1515,3656,5704,71.237,50.504,1.013,Implantation,1,2.06E+16,8.12E+16,2.12E+14,2.99E+17,6.00E+17,32240.974,101.261,868,152,Inspect,117,none,32,34,28-02-2022,22111,2211,0
1618,NOLSM845328845,Oxidation,2,wet,1282.082862,H2O,39.51,0.214,21,710.456,Photo,2,1.89693,15.286,15.035,19.997,204.536,90,504.536,4025.484,5113.392,5.115,93.648,30,photo_li,1,33.199,I,365,472.83,106.541,Etching,2,151,1363,3646,5727,71.046,50.519,1.013,Implantation,2,1.21E+16,1.21E+17,3.70E+17,3.00E+17,6.00E+17,32255.76,101.299,868,152,Inspect,42,none,32,35,28-02-2022,22122,2212,0
1619,NOLSM846329846,Oxidation,2,wet,1288.482842,H2O,32.88,0.214,21,708.586,Photo,2,1.72027,12.463,15.112,19.996,204.718,90,504.718,4036.876,5117.96,5.116,93.518,30.005,photo_li,1,35.404,I,365,477.914,106.517,Etching,3,207,1344,3648,5706,70.859,50.471,1.012,Implantation,3,1.81E+16,1.76E+17,1.03E+18,3.00E+17,6.00E+17,32252.961,101.177,868,152,Inspect,84,none,32,36,28-02-2022,22133,2213,0
1620,NOLSM8473210847,Oxidation,2,wet,1291.077158,H2O,38.11,0.215,22,712.936,Photo,2,0.96161,19.767,14.91,19.999,204.22,90,504.22,4014.071,5105.496,5.092,93.432,29.99,photo_li,2,31.011,I,365,470.446,106.56,Etching,1,212,1520,3655,5734,71.294,50.294,1.007,Implantation,1,2.44E+15,2.31E+16,1.36E+17,3.00E+17,6.00E+17,32253.818,100.736,868,151,Inspect,105,none,32,37,28-02-2022,22211,2221,0
1621,NOLSM8483211848,Oxidation,2,wet,1291.937849,H2O,39.93,0.214,21,715.498,Photo,2,1.48912,16.029,15.005,19.998,204.429,90,504.429,3985.686,5110.734,5.114,93.622,29.996,photo_li,2,32.525,I,365,468.93,106.744,Etching,2,218,1510,3655,5726,71.55,50.601,1.015,Implantation,2,1.05E+16,9.51E+16,6.27E+17,3.01E+17,6.00E+17,32248.621,101.503,868,152,Inspect,78,none,32,38,28-02-2022,22222,2222,0
1622,NOLSM8493212849,Oxidation,2,wet,1268.703949,H2O,45.07,0.215,22,707.179,Photo,2,0.94868,17.587,14.949,20,204.266,90,504.266,4047.541,5106.662,5.083,93.227,29.994,photo_li,2,28.001,I,365,469.586,106.174,Etching,3,177,1433,3643,5690,70.718,50.424,1.011,Implantation,3,6.91E+15,5.43E+16,1.87E+17,3.01E+17,6.00E+17,32241.426,101.061,867,152,Inspect,42,none,32,39,28-02-2022,22233,2223,0
1623,NOLSM8503213850,Oxidation,2,wet,1281.331352,H2O,45.12,0.214,21,712.946,Photo,2,0.83591,16.445,14.978,19.994,203.401,90,503.401,3955.393,5085.017,5.098,93.547,29.992,photo_li,2,32.11,I,365,476.399,106.108,Etching,1,221,1472,3649,5700,71.295,50.602,1.015,Implantation,1,9.32E+15,7.67E+15,3.07E+17,2.99E+17,6.00E+17,32245.574,101.506,868,152,Inspect,42,none,32,40,28-02-2022,22211,2221,0
1624,NOLSM8513214851,Oxidation,2,wet,1288.528071,H2O,45.34,0.213,20,711.987,Photo,2,1.36943,15.306,15.05,20.002,203.67,90,503.67,4062.804,5091.76,5.107,93.487,30.007,photo_li,2,35.822,I,365,476.997,106.765,Etching,2,175,1341,3646,5722,71.199,50.544,1.014,Implantation,2,1.18E+16,2.79E+16,3.28E+14,2.99E+17,6.00E+17,32259.412,101.36,868,152,Inspect,24,none,32,41,28-02-2022,22222,2222,0
1625,NOLSM8523215852,Oxidation,2,wet,1287.296222,H2O,45.26,0.215,22,716.238,Photo,2,1.92633,13.773,14.962,19.998,203.659,90,503.659,4071.633,5091.477,5.092,93.39,30.006,photo_li,2,30.007,I,365,468.672,106.606,Etching,3,202,1430,3656,5735,71.624,50.576,1.014,Implantation,3,1.51E+16,1.50E+17,7.05E+17,2.99E+17,6.00E+17,32258.401,101.439,868,152,Inspect,84,none,32,42,28-02-2022,22233,2223,0
1626,NOLSM298121,Oxidation,3,dry,1021.245292,O2,28.44,0.209,71,693.753,Photo,3,1.40745,16.373,15.087,20.003,202.544,90,498.267,4027.291,4967.037,4.765,89.107,30.002,photo_li,1,41.736,G,436,491.54,107.128,Etching,1,13,1417,3665,5707,73.064,51.037,1.019,Implantation,1,8.57E+15,8.71E+16,7.37E+17,3.03E+17,6.00E+17,31654.923,100.542,917,150,Inspect,68,none,12,1,28-02-2022,33111,3311,0
1627,NOLSM299122,Oxidation,3,wet,1101.790625,H2O,29.78,0.2,60,699.262,Photo,3,1.07024,15.346,15.073,19.997,192.937,90,502.379,4012.326,4994.356,5.006,88.854,30,photo_li,3,41.161,H,405,485.58,107.948,Etching,3,288,1639,3693,5715,69.676,51.752,1.035,Implantation,3,1.36E+16,1.18E+17,5.86E+17,3.00E+17,6.00E+17,32420.46,102.947,884,152,Inspect,142,none,12,2,28-02-2022,33333,3333,0
1628,NOLSM300123,Oxidation,1,dry,1003.138319,O2,32.05,0.202,48,701.178,Photo,1,1.2704,15.638,15.147,19.999,197.925,89.999,497.656,4027.157,5075.449,4.962,91.537,30.004,photo_li,1,45.332,I,365,491.681,106.757,Etching,3,308,1609,3648,5685,69.441,51.497,1.032,Implantation,3,1.59E+16,5.51E+16,5.10E+17,3.00E+17,6.00E+17,32096.305,102.504,896,158,Inspect,75,none,12,3,28-02-2022,11133,1113,0
1629,NOLSM301124,Oxidation,1,dry,1164.544315,O2,35.12,0.21,41,701.305,Photo,1,1.85503,17.589,14.942,20.001,200.814,90,502.717,4014.51,4981.541,4.973,91.475,30.009,photo_li,2,42.471,I,365,522.076,111.245,Etching,2,398,1537,3674,5726,71.211,50.803,1.04,Implantation,2,1.20E+16,1.24E+17,2.27E+17,2.98E+17,6.00E+17,32563.022,100.521,901,152,Inspect,153,none,12,4,28-02-2022,11222,1122,0
1630,NOLSM302125,Oxidation,1,dry,1103.547945,O2,33.82,0.21,101,716.988,Photo,1,0.45532,12.526,14.811,19.997,202.072,90.001,504.096,3999.03,5007.347,5.107,92.033,30,photo_li,3,49.083,G,436,459.566,107.687,Etching,1,456,1376,3638,5728,70.614,51.156,1.01,Implantation,1,1.18E+16,1.01E+17,6.66E+16,2.98E+17,6.00E+17,30885.27,102.933,884,156,Inspect,29,none,12,5,28-02-2022,11311,1131,0
1631,NOLSM303126,Oxidation,1,dry,1070.554558,O2,36.96,0.208,100,699.815,Photo,2,1.26042,13.45,14.945,20.003,200.137,90.001,498.489,4057.631,4936.117,5.018,91.822,29.998,photo_li,1,49.974,G,436,537.539,105.516,Etching,1,280,1567,3661,5735,71.089,51.154,1.016,Implantation,1,1.02E+16,1.46E+17,6.64E+17,3.01E+17,6.00E+17,31320.289,101.766,884,153,Inspect,66,none,12,6,28-02-2022,12111,1211,0
1632,NOLSM304127,Oxidation,1,dry,1089.535804,O2,39.91,0.21,26,712.408,Photo,2,1.60637,13.508,14.968,20.004,198.682,90,498.95,4030.919,4973.993,4.993,90.736,29.999,photo_li,2,43.981,G,436,531,109.16,Etching,2,181,1539,3641,5734,70.74,51.476,1.02,Implantation,2,1.33E+16,1.28E+17,6.79E+17,3.00E+17,6.00E+17,31878.063,103.123,910,152,Inspect,118,none,12,7,28-02-2022,12222,1222,0
1633,NOLSM305128,Oxidation,1,dry,1190.184066,O2,42.81,0.22,112,714.738,Photo,2,1.68459,14.64,14.971,20.001,202.507,90,498.822,4005.173,5062.83,5.044,86.498,29.997,photo_li,3,51.177,G,436,507.591,105.355,Etching,3,425,1582,3612,5729,71.593,50.632,1.034,Implantation,3,1.42E+16,7.44E+16,4.61E+17,2.98E+17,6.00E+17,32007.987,103.511,886,155,Inspect,120,none,12,8,28-02-2022,12333,1233,0
1634,NOLSM306129,Oxidation,1,wet,1063.890692,H2O,38.24,0.212,60,707.086,Photo,3,1.54127,16.878,15.062,20.001,199.76,89.999,499.713,4004.092,5014.513,4.993,93.927,30,photo_li,1,37.43,I,365,511.038,105.919,Etching,3,436,1686,3669,5711,70.888,51.471,1.034,Implantation,3,1.23E+16,1.64E+17,6.50E+17,2.98E+17,6.00E+17,31060.004,101.271,880,155,Inspect,178,none,12,9,28-02-2022,13133,1313,0
1635,NOLSM3071210,Oxidation,1,wet,1100.16153,H2O,34.9,0.21,73,727.656,Photo,3,1.19937,16.581,14.963,20,199.579,90,500.063,4076.691,5094.2,4.974,93.536,30.012,photo_li,2,36.584,G,436,526.47,107.959,Etching,2,495,1480,3651,5731,71.388,51.302,1.041,Implantation,2,1.43E+16,1.42E+17,5.39E+16,3.03E+17,6.00E+17,31195.899,99.876,896,156,Inspect,102,none,12,10,28-02-2022,13222,1322,0
1636,NOLSM3081211,Oxidation,1,dry,1160.350439,O2,34.56,0.199,18,710.197,Photo,3,1.05598,15.648,15.046,20.006,205.812,89.999,497.779,4043.263,5014.243,5.039,92.481,30.002,photo_li,3,37.552,H,405,506.096,105.545,Etching,1,514,1545,3662,5688,70.326,51.204,1.001,Implantation,1,1.56E+16,1.15E+17,1.04E+18,3.01E+17,6.00E+17,30345.646,104.46,883,153,Inspect,105,none,12,11,28-02-2022,13311,1331,0
1637,NOLSM3091212,Oxidation,2,wet,1087.387676,H2O,28.3,0.208,145,716.353,Photo,1,1.54426,16.546,14.919,19.997,198.081,90,494.982,4019.485,4927.291,4.946,91.277,30.003,photo_li,1,29.309,I,365,506.667,106.702,Etching,1,198,1471,3664,5706,70.378,50.793,1.035,Implantation,1,9.04E+15,1.57E+17,1.96E+17,2.99E+17,6.00E+17,32640.339,103.302,870,154,Inspect,97,none,12,12,28-02-2022,21111,2111,0
1638,NOLSM3101213,Oxidation,2,dry,1054.979632,O2,30,0.198,205,714.699,Photo,1,1.50152,14.401,15.067,20.001,202.684,89.999,505.28,4056.159,5042.679,4.99,93.218,29.993,photo_li,2,30.279,H,405,519.881,106.815,Etching,2,446,1606,3633,5733,68.999,50.437,1.026,Implantation,2,9.26E+15,6.70E+16,7.00E+17,3.02E+17,6.00E+17,31812.925,103.133,906,151,Inspect,73,none,12,13,28-02-2022,21222,2122,0
1639,NOLSM3111214,Oxidation,2,dry,1096.8674,O2,38.53,0.211,180,720.596,Photo,2,0.50232,15.825,14.968,19.998,199.786,90.001,501.419,4064.284,5096.91,4.985,92.872,30.005,photo_li,1,45.892,I,365,527.932,106.282,Etching,3,179,1469,3643,5728,70.143,51.22,1.027,Implantation,3,9.01E+15,8.81E+16,1.08E+18,2.99E+17,6.00E+17,31897.15,104.146,885,156,Inspect,97,none,12,14,28-02-2022,22133,2213,0
1640,NOLSM3121215,Oxidation,2,dry,1001.018962,O2,45.09,0.208,134,711.457,Photo,2,1.39792,19.632,15.099,19.99,202.13,89.999,498.721,4065.712,4966.568,5.045,91.701,30,photo_li,2,65.823,H,405,520.804,105.95,Etching,2,154,1518,3648,5700,69.56,50.946,1.018,Implantation,2,7.39E+15,1.30E+17,3.11E+17,3.01E+17,6.00E+17,31335.259,100.331,913,155,Inspect,86,none,12,15,28-02-2022,22222,2222,0
1641,NOLSM3131216,Oxidation,2,dry,1043.412176,O2,25.68,0.202,103,719.21,Photo,2,1.43737,14.393,15.097,19.999,200.496,90,499.72,4040.384,5024.178,5.071,91.019,30.012,photo_li,3,57.72,G,436,502.315,109.019,Etching,1,445,1522,3594,5732,71.881,51.695,1.009,Implantation,1,1.33E+16,1.42E+17,3.54E+17,2.99E+17,6.00E+17,31661.888,102.524,885,154,Inspect,59,none,12,16,28-02-2022,22311,2231,0
1642,NOLSM3141217,Oxidation,2,dry,1229.097573,O2,41.41,0.212,136,702.521,Photo,3,1.36638,17.755,15.098,19.997,200.547,90,504.371,3966.094,5025.719,4.892,94.443,30.012,photo_li,1,55.55,I,365,495.916,108.102,Etching,1,462,1696,3670,5710,70.734,51.522,1.057,Implantation,1,1.13E+16,1.17E+17,8.01E+17,3.00E+17,6.00E+17,30483.424,102.248,893,156,Inspect,242,[['Scratch']],12,17,28-02-2022,23111,2311,1
1643,NOLSM3151218,Oxidation,2,wet,1033.025944,H2O,32.76,0.216,89,699.237,Photo,3,1.12542,15.187,14.939,20,201.47,90.001,502.242,3914.265,5094.418,5.082,92.586,29.988,photo_li,2,44.226,G,436,543.174,107.308,Etching,2,325,1402,3656,5698,70.305,50.901,1.03,Implantation,2,7.05E+15,8.08E+16,4.80E+17,3.00E+17,6.00E+17,32041.628,102.595,921,158,Inspect,98,none,12,18,28-02-2022,23222,2322,0
1644,NOLSM3161219,Oxidation,2,wet,1092.979618,H2O,21.74,0.214,97,704.92,Photo,3,1.62808,14.18,14.937,19.996,206.177,90.001,499.125,4049.299,5068.397,5.189,88.064,29.997,photo_li,3,40.441,G,436,548.068,108.873,Etching,3,401,1479,3679,5723,71.185,51.489,1.028,Implantation,3,1.70E+16,1.79E+17,7.08E+17,3.00E+17,6.00E+17,31843.883,101.586,897,155,Inspect,108,none,12,19,28-02-2022,23333,2333,0
1645,NOLSM3171220,Oxidation,3,dry,1114.740491,O2,34.27,0.21,65,706.38,Photo,1,1.72067,14.585,15.11,20.002,199.367,89.999,497.153,4017.434,5047.977,5.082,92.242,30.006,photo_li,1,38.767,H,405,522.04,106.626,Etching,3,245,1498,3621,5743,70.408,50.432,1.052,Implantation,3,8.56E+15,6.81E+16,6.64E+17,3.02E+17,6.00E+17,30427.029,104.247,892,158,Inspect,112,none,12,20,28-02-2022,31133,3113,0
1646,NOLSM3181221,Oxidation,3,dry,1237.47246,O2,36.21,0.21,231,711.046,Photo,1,0.95424,13.185,15.16,19.997,201.816,89.999,500.809,3982.699,4968.25,5.157,91.764,30.005,photo_li,2,35.101,G,436,536.467,106.338,Etching,2,300,1497,3629,5687,70.8,50.975,1.033,Implantation,2,8.27E+15,9.34E+16,5.31E+17,3.01E+17,6.00E+17,31076.654,102.468,918,152,Inspect,50,none,12,21,28-02-2022,31222,3122,0
1647,NOLSM3191222,Oxidation,3,dry,1136.771925,O2,31.05,0.202,138,709.991,Photo,1,1.70235,16.626,15.028,20,200.226,90.001,503.566,4083.864,5093.549,4.879,91.558,30.015,photo_li,3,45.415,H,405,529.092,109.39,Etching,1,498,1363,3632,5713,70.27,51.249,1.035,Implantation,1,1.17E+16,4.06E+16,5.88E+17,2.99E+17,6.00E+17,31775.473,102.414,924,154,Inspect,83,none,12,22,28-02-2022,31311,3131,0
1648,NOLSM3201223,Oxidation,3,dry,1187.633139,O2,36.81,0.214,104,701.424,Photo,2,0.72049,12.256,14.913,20.003,197.906,90.001,503.174,3988.161,4981.247,5.022,92.177,30.017,photo_li,1,30.468,G,436,551.646,108.471,Etching,1,425,1467,3664,5747,70.338,51.521,1.021,Implantation,1,1.46E+16,1.03E+17,6.53E+17,3.00E+17,6.00E+17,31621.297,101.545,889,153,Inspect,102,none,12,23,28-02-2022,32111,3211,0
1649,NOLSM3211224,Oxidation,3,dry,1013.996055,O2,27.21,0.2,90,714.421,Photo,2,1.64997,19.021,15.075,19.998,201.543,90.001,504.22,4050.115,4956.952,5.047,91.584,30.001,photo_li,2,44.727,H,405,502.298,107.983,Etching,2,501,1222,3651,5715,71.649,51.753,1.029,Implantation,2,1.13E+16,1.66E+17,2.32E+17,3.01E+17,6.00E+17,31948.15,103.936,908,155,Inspect,86,none,12,24,28-02-2022,32222,3222,0
1650,NOLSM3221225,Oxidation,3,dry,1126.639935,O2,32.58,0.212,121,708.655,Photo,2,1.77957,14.032,14.855,19.997,203.059,90.002,505.045,3924.571,5098.381,4.987,92.019,30,photo_li,3,47.106,H,405,531.463,110.232,Etching,3,349,1504,3674,5719,71.803,49.778,1.013,Implantation,3,1.85E+16,1.20E+17,3.90E+17,3.00E+17,6.00E+17,31259.581,104.197,917,154,Inspect,136,none,12,25,28-02-2022,32333,3233,0
1651,NOLSM3231226,Oxidation,3,dry,1054.843094,O2,40.94,0.218,89,706.587,Photo,3,0.86307,17.11,15.108,20.003,205.483,90,499.052,3975.723,4982.231,4.908,95.838,30.004,photo_li,1,21.01,I,365,505.352,107.184,Etching,3,578,1501,3660,5728,70.276,51.213,1.017,Implantation,3,1.41E+16,7.02E+16,2.63E+17,3.01E+17,6.00E+17,32083.164,102.615,909,154,Inspect,122,none,12,26,28-02-2022,33133,3313,0
1652,NOLSM3241227,Oxidation,3,dry,1094.729759,O2,40.24,0.213,45,712.132,Photo,3,1.44112,16.962,14.907,19.999,199.391,89.999,500.584,3998.882,5088.144,4.899,95.28,30.003,photo_li,2,38.434,I,365,513.177,108.535,Etching,2,670,1538,3657,5709,71.456,50.481,1.037,Implantation,2,9.65E+15,8.08E+16,6.97E+17,3.00E+17,6.00E+17,31228.026,102.651,887,155,Inspect,217,[['Edge-Ring']],12,27,28-02-2022,33222,3322,1
1653,NOLSM838321,Oxidation,2,wet,1275.889228,H2O,44.85,0.215,22,717.559,Photo,3,0.91575,16.09,15.027,19.998,203.609,89.999,503.609,4072.172,5090.215,5.094,93.759,29.995,photo_li,2,31.064,I,365,469.44,106.68,Etching,2,277,1486,3659,5726,71.756,50.712,1.018,Implantation,2,1.02E+16,9.86E+16,1.21E+17,3.01E+17,6.00E+17,32252.755,101.779,868,153,Inspect,96,none,32,1,28-02-2022,23222,2322,0
1654,NOLSM839322,Oxidation,2,wet,1273.139166,H2O,44.98,0.218,25,723.533,Photo,3,0.93108,19.026,14.862,20.001,204.457,90,504.457,4089.147,5111.434,5.142,93.835,29.997,photo_li,3,34.809,I,365,472.467,106.929,Etching,1,252,1424,3667,5750,72.353,50.985,1.025,Implantation,1,4.08E+15,2.68E+16,1.94E+16,2.99E+17,6.00E+17,32103.171,102.462,867,154,Inspect,117,none,32,2,28-02-2022,23311,2331,0
1655,NOLSM840323,Oxidation,3,wet,1279.045765,H2O,45.14,0.219,26,720.668,Photo,1,0.76782,18.891,15.117,20.001,205.176,90.001,505.176,4103.51,5129.388,5.134,95.54,29.997,photo_li,1,38.514,I,365,470.478,107.659,Etching,1,204,1412,3658,5705,72.067,50.812,1.02,Implantation,1,4.59E+15,9.55E+14,4.15E+16,3.02E+17,6.00E+17,32421.751,102.03,867,153,Inspect,60,none,32,3,28-02-2022,31111,3111,0
1656,NOLSM841324,Oxidation,3,wet,1275.605504,H2O,45.07,0.219,26,722.091,Photo,1,0.26069,13.788,15,20.004,207.765,90.001,507.765,4155.307,5194.134,5.189,95.135,30,photo_li,2,31.605,I,365,460.719,107.748,Etching,2,154,1449,3661,5708,72.209,50.964,1.024,Implantation,2,1.61E+16,1.2E+11,2.76E+13,2.99E+17,6.00E+17,32251.764,102.409,868,154,Inspect,78,none,32,4,28-02-2022,31222,3122,0
1657,NOLSM842325,Oxidation,3,wet,1274.027776,H2O,45.1,0.22,27,720.444,Photo,1,0.87618,18.771,15.02,19.998,206.887,90,506.887,4137.747,5172.184,5.147,94.464,30.006,photo_li,3,34.303,I,365,472.83,106.783,Etching,3,207,1327,3658,5724,72.044,50.635,1.016,Implantation,3,5.06E+15,1.88E+16,4.19E+16,3.01E+17,6.00E+17,32241.615,101.586,868,152,Inspect,57,none,32,5,28-02-2022,31333,3133,0
1658,NOLSM843326,Oxidation,3,wet,1269.454003,H2O,44.96,0.217,24,706.242,Photo,2,0.84107,20.701,14.957,19.995,205.924,90,505.924,4118.487,5148.108,5.146,94.028,30.005,photo_li,1,35.4,I,365,474.027,106.916,Etching,3,183,1353,3645,5693,70.624,50.678,1.017,Implantation,3,8.13E+15,4.14E+16,4.23E+17,3.00E+17,6.00E+17,32242.286,101.695,868,153,Inspect,69,none,32,6,28-02-2022,32133,3213,0
