,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
1512,NOLSM818318818,Oxidation,wet,1276.967335,44.63,0.21,17,Photo,17.367,14.999,20.005,203.228,90,503.228,4064.561,5080.701,5.08,93.318,29.998,photo_li,365,105.961,Etching,71.077,50.473,Implantation,32037.587,101.183,908,152,Inspect,48,31,35,27-02-2022,21122,2112
1513,NOLSM819319819,Oxidation,wet,1291.794524,44.65,0.211,18,Photo,16.09,15.054,20.003,202.851,90,502.851,4057.016,5071.27,5.056,93.116,29.998,photo_li,365,105.48,Etching,71.065,50.229,Implantation,32030.86,100.574,903,151,Inspect,15,31,36,27-02-2022,21133,2113
1514,NOLSM8203110820,Oxidation,wet,1276.194332,44.62,0.21,17,Photo,19.026,14.986,19.998,202.375,90,502.375,4047.508,5059.385,5.049,93.067,29.993,photo_li,365,104.72,Etching,71.387,50.075,Implantation,32173.088,100.188,906,150,Inspect,9,31,37,27-02-2022,21211,2121
1515,NOLSM8213111821,Oxidation,wet,1277.296115,44.61,0.212,19,Photo,18.891,15.073,19.998,202.027,90,502.027,4040.549,5050.686,5.049,92.967,29.996,photo_li,365,105.303,Etching,70.745,49.845,Implantation,32172.83,99.613,906,149,Inspect,111,31,38,27-02-2022,21222,2122
1516,NOLSM8223112822,Oxidation,wet,1275.389465,44.69,0.212,19,Photo,13.788,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014,photo_li,365,104.968,Etching,70.585,50.113,Implantation,32187.56,100.284,902,150,Inspect,129,31,39,27-02-2022,21233,2123
1517,NOLSM8233113823,Oxidation,wet,1281.231527,44.72,0.211,18,Photo,18.771,14.915,20,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,photo_li,365,105.584,Etching,71.06,49.878,Implantation,32191.766,99.695,902,150,Inspect,54,31,40,27-02-2022,21211,2121
1518,NOLSM8243114824,Oxidation,wet,1276.686599,44.79,0.214,21,Photo,20.701,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005,photo_li,365,104.941,Etching,70.365,50.029,Implantation,32188.486,100.074,902,150,Inspect,84,31,41,27-02-2022,21222,2122
1519,NOLSM8253115825,Oxidation,wet,1267.109134,44.75,0.213,20,Photo,11.253,15.033,20,200.716,90,500.716,4014.329,5017.911,5.019,92.252,29.994,photo_li,365,105.668,Etching,69.918,49.922,Implantation,32183.758,99.805,896,150,Inspect,30,31,42,27-02-2022,21233,2123
1520,NOLSM8263116826,Oxidation,wet,1281.249182,44.75,0.214,21,Photo,15.286,14.929,20.003,201.234,90,501.234,4024.681,5030.851,5.026,91.889,29.998,photo_li,365,104.907,Etching,71.169,50.214,Implantation,32180.949,100.535,885,151,Inspect,48,31,43,27-02-2022,21211,2121
1521,NOLSM8273117827,Oxidation,wet,1284.775386,44.82,0.213,20,Photo,12.463,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001,photo_li,365,105.427,Etching,70.12,49.962,Implantation,32264.156,99.904,889,150,Inspect,15,31,44,27-02-2022,21222,2122
1522,NOLSM8283118828,Oxidation,wet,1274.991786,44.9,0.214,21,Photo,19.767,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006,photo_li,365,105.528,Etching,71.263,50.032,Implantation,32264.303,100.079,886,150,Inspect,51,31,45,27-02-2022,21233,2123
1523,NOLSM8293119829,Oxidation,wet,1285.183012,45.03,0.215,22,Photo,16.029,15.093,20.006,200.868,90,500.868,4017.361,5021.702,5.021,93.058,29.995,photo_li,365,105.132,Etching,71.656,50.185,Implantation,32359.833,100.463,884,151,Inspect,18,31,46,27-02-2022,21311,2131
1524,NOLSM8303120830,Oxidation,wet,1288.650388,44.94,0.215,22,Photo,17.587,15.095,20,202.066,90,502.066,4041.328,5051.659,5.012,91.642,30,photo_li,365,105.207,Etching,70.218,49.806,Implantation,32362.152,99.514,886,149,Inspect,12,31,47,27-02-2022,21322,2132
1525,NOLSM8313121831,Oxidation,wet,1279.575487,44.92,0.215,22,Photo,16.445,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997,photo_li,365,106.272,Etching,71.536,50.46,Implantation,32358.195,101.149,868,152,Inspect,159,31,48,27-02-2022,21333,2133
1526,NOLSM8323122832,Oxidation,wet,1281.717281,44.84,0.217,24,Photo,14.71,15.055,19.998,202.456,90,502.456,4049.123,5061.404,5.063,93.113,30.004,photo_li,365,106.328,Etching,70.395,50.431,Implantation,32353.162,101.078,869,152,Inspect,54,31,49,27-02-2022,21311,2131
1527,NOLSM8333123833,Oxidation,wet,1285.916715,44.84,0.217,24,Photo,20.77,14.915,20.005,203.214,90,503.214,4064.29,5080.362,5.079,93.135,29.998,photo_li,365,106.615,Etching,71.533,50.477,Implantation,32365.612,101.193,869,152,Inspect,84,31,50,27-02-2022,21322,2132
1528,NOLSM8343124834,Oxidation,wet,1279.12262,44.87,0.219,26,Photo,20.546,15.039,20,204.229,90,504.229,4084.573,5105.717,5.103,94.179,30.003,photo_li,365,108.036,Etching,71.794,50.856,Implantation,32257.524,102.14,869,153,Inspect,30,31,51,27-02-2022,21333,2133
1529,NOLSM8353125835,Oxidation,wet,1287.23003,44.97,0.22,27,Photo,15.457,15.015,20,205.405,90,505.405,4108.098,5135.123,5.126,94.168,29.991,photo_li,365,107.441,Etching,71.361,51.057,Implantation,32254.026,102.642,868,154,Inspect,48,31,52,27-02-2022,21311,2131
1530,NOLSM8363126836,Oxidation,wet,1292.191978,44.98,0.218,25,Photo,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005,photo_li,365,107.419,Etching,72.044,50.855,Implantation,32254.395,102.138,868,153,Inspect,15,31,53,27-02-2022,21322,2132
1531,NOLSM8373127837,Oxidation,wet,1290.665057,44.8,0.219,26,Photo,17.367,15.044,19.996,204.363,90,504.363,4087.265,5109.081,5.11,93.373,30.004,photo_li,365,106.512,Etching,71.199,50.927,Implantation,32255.649,102.317,868,153,Inspect,207,31,54,27-02-2022,21333,2133
1532,NOLSM271111,Oxidation,dry,1165.554842,40.23,0.194,195,Photo,12.408,15.088,19.998,200.153,90,498.178,4041.975,5032.318,5.114,90.465,30.004,photo_li,365,107.902,Etching,71.046,51.921,Implantation,32089.235,100.754,888,156,Inspect,221,11,1,27-02-2022,32333,3233
1533,NOLSM272112,Oxidation,dry,1033.53575,32.28,0.214,86,Photo,17.845,15.073,19.989,202.1,89.999,497.775,4074.623,5183.517,5.036,92.678,30.006,photo_li,365,105.12,Etching,69.857,51.765,Implantation,31101.358,104.603,890,153,Inspect,84,11,2,27-02-2022,33133,3313
1534,NOLSM273113,Oxidation,dry,1063.294674,43.12,0.201,101,Photo,14.986,14.995,19.994,204.685,89.999,502.705,4027.564,4963.186,4.982,88.792,30.003,photo_li,436,108.97,Etching,71.155,50.249,Implantation,31101.109,102.154,888,154,Inspect,56,11,3,27-02-2022,33222,3322
1535,NOLSM274114,Oxidation,wet,960.0245261,27.12,0.207,20,Photo,16.722,14.997,20,197.183,90,500.408,4088.62,4992.802,4.875,91.604,29.998,photo_li,405,109.151,Etching,71.468,51.218,Implantation,31914.677,103.802,904,153,Inspect,37,11,4,27-02-2022,33311,3331
1536,NOLSM275115,Oxidation,wet,984.7627074,33.44,0.207,88,Photo,13.694,15.109,20,199.096,90,498.791,4079.674,4899.699,5.099,89.418,30.011,photo_li,436,108.534,Etching,72.336,51.049,Implantation,31281.213,101.05,887,155,Inspect,39,11,5,27-02-2022,11111,1111
1537,NOLSM276116,Oxidation,wet,998.6908834,34.88,0.214,102,Photo,16.062,15.022,19.999,200.31,90,499.756,4106.797,5056.373,5.021,89.811,29.986,photo_li,436,106.888,Etching,70.998,51.384,Implantation,32238.201,100.772,901,155,Inspect,70,11,6,27-02-2022,11222,1122
1538,NOLSM277117,Oxidation,wet,1090.003296,30.24,0.215,69,Photo,12.256,15.005,20.003,199.983,90,502.813,3991.987,5079.03,5.075,91.266,30.007,photo_li,436,106.351,Etching,71.086,51.109,Implantation,30611.506,103.577,915,151,Inspect,140,11,7,27-02-2022,11333,1133
1539,NOLSM279119,Oxidation,wet,1044.371945,32.1,0.201,109,Photo,16.549,14.798,19.997,201.232,90.001,505.145,4012.953,5086.767,4.917,94.399,30,photo_li,436,109.393,Etching,72.019,51.261,Implantation,32577.756,100.455,913,153,Inspect,118,11,9,27-02-2022,12222,1222
1540,NOLSM2801110,Oxidation,dry,1082.919108,30.32,0.216,95,Photo,17.704,15.079,19.996,201.06,90.002,501.232,3976.67,4918.119,4.93,90.936,30.007,photo_li,436,108.848,Etching,69.699,50.194,Implantation,30639.973,101.681,886,155,Inspect,61,11,10,27-02-2022,12311,1231
1541,NOLSM2811111,Oxidation,wet,1069.973776,38.93,0.198,75,Photo,11.881,14.924,19.999,203.508,90.002,497.074,4097.601,5003.264,5.107,93.695,30.012,photo_li,436,109.177,Etching,70.824,50.202,Implantation,32421.295,101.155,884,159,Inspect,113,11,11,27-02-2022,13111,1311
1542,NOLSM2821112,Oxidation,dry,1145.85886,31.02,0.196,132,Photo,10.619,14.933,19.999,199.954,90,498.858,4040.655,5047.563,5.02,91.703,30.01,photo_li,436,110.892,Etching,71.286,51.207,Implantation,31535.79,102.354,873,150,Inspect,85,11,12,27-02-2022,13222,1322
1543,NOLSM2831113,Oxidation,wet,1067.0104,39.84,0.217,52,Photo,16.57,15.167,20.006,205.998,90.001,499.993,4021.291,4967.338,5.005,89.084,29.997,photo_li,365,107.998,Etching,70.004,51.743,Implantation,31051.425,105.095,891,156,Inspect,80,11,13,27-02-2022,13333,1333
1544,NOLSM2841114,Oxidation,dry,907.0274333,36.69,0.188,75,Photo,18.078,14.959,19.998,197.696,90.001,507.163,4067.78,4967.281,4.965,91.593,30.013,photo_li,365,109.333,Etching,71.889,51.542,Implantation,31362.147,102.547,898,156,Inspect,139,11,14,27-02-2022,21133,2113
1545,NOLSM2851115,Oxidation,dry,1156.485483,31.72,0.215,112,Photo,15.594,14.935,19.997,202.641,90,504.134,3900.167,5108.764,5.049,91.654,30.004,photo_li,405,108.962,Etching,70.13,52.105,Implantation,31990.919,103.674,915,154,Inspect,125,11,15,27-02-2022,21222,2122
1546,NOLSM2861116,Oxidation,dry,1027.850447,36.13,0.205,130,Photo,15.34,14.892,19.996,199.201,90.001,503.713,3966.885,4922.103,4.968,93.468,30.003,photo_li,365,109.077,Etching,70.058,50.382,Implantation,30310.73,101.148,906,155,Inspect,50,11,16,27-02-2022,21311,2131
1547,NOLSM2871117,Oxidation,dry,1091.298627,44.82,0.199,141,Photo,16.301,15.139,20,196.285,89.999,499.873,3899.628,5058.994,4.951,91.748,30.002,photo_li,405,110.508,Etching,70.779,50.881,Implantation,31613.386,105.532,913,159,Inspect,109,11,17,27-02-2022,22111,2211
1548,NOLSM2881118,Oxidation,dry,1287.435437,29.05,0.203,117,Photo,16.321,15.165,20.005,197.046,90,499.864,4010.001,5169.378,5.067,91.094,30.023,photo_li,365,106.617,Etching,69.405,51.062,Implantation,31566.201,103.891,886,153,Inspect,69,11,18,27-02-2022,22222,2222
1549,NOLSM2891119,Oxidation,dry,1045.593616,34.88,0.213,167,Photo,14.337,15.006,19.994,195.762,90,496.952,4022.726,4859.193,5.026,90.685,30.002,photo_li,405,107.785,Etching,70.257,50.852,Implantation,29986.195,101.488,923,155,Inspect,170,11,19,27-02-2022,22333,2233
1550,NOLSM2901120,Oxidation,wet,1011.298567,34.98,0.195,99,Photo,13.343,15.01,19.999,199.004,89.998,499.315,4063.095,4941.979,4.867,90.409,30.004,photo_li,365,108.475,Etching,69.975,49.761,Implantation,31292.696,102.588,888,154,Inspect,121,11,20,27-02-2022,23133,2313
1551,NOLSM2911121,Oxidation,wet,1099.887253,29.06,0.207,110,Photo,17.487,15.036,20.001,199.324,89.999,498.98,3981.512,4933.463,5.021,94.25,29.999,photo_li,365,106.434,Etching,71.409,50.3,Implantation,32226.582,102.695,936,153,Inspect,96,11,21,27-02-2022,23222,2322
1552,NOLSM2921122,Oxidation,dry,1165.833091,33.34,0.213,110,Photo,15.439,15.081,19.996,198.167,90,499.116,4062.758,5012.721,4.999,88.499,30.005,photo_li,365,109.542,Etching,70.714,51.655,Implantation,32025.475,105.206,924,157,Inspect,89,11,22,27-02-2022,23311,2331
1553,NOLSM2931123,Oxidation,wet,910.9052284,30.61,0.201,74,Photo,15.466,15.03,20,199.842,90,501.424,3999.27,5045.341,5.003,90.912,29.989,photo_li,365,108.637,Etching,70.486,51.103,Implantation,31834.866,101.258,919,152,Inspect,110,11,23,27-02-2022,31111,3111
1554,NOLSM2941124,Oxidation,dry,1076.605127,35.41,0.216,132,Photo,15.967,15.055,19.995,199.669,90,499.086,4127.682,4946.571,5.023,93.62,29.995,photo_li,405,107.708,Etching,72.56,51.145,Implantation,33675.551,103.056,911,157,Inspect,118,11,24,27-02-2022,31333,3133
1555,NOLSM2951125,Oxidation,wet,1016.50952,34.39,0.217,212,Photo,14.441,14.915,20.002,199.527,90,499.962,4005.749,4910.479,5.06,91.604,30.005,photo_li,436,107.986,Etching,69.953,50.082,Implantation,31139.137,104.859,915,153,Inspect,187,11,25,27-02-2022,32133,3213
1556,NOLSM2961126,Oxidation,dry,1148.149896,32.8,0.191,14,Photo,15.835,15.188,19.995,196.291,90,500.692,4021.838,5007.945,4.982,92.45,29.993,photo_li,365,108.288,Etching,70.179,51.018,Implantation,31366.628,103.293,875,152,Inspect,117,11,26,27-02-2022,32222,3222
1557,NOLSM811311,Oxidation,wet,1276.974453,44.59,0.214,21,Photo,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993,photo_li,365,106.754,Etching,71.723,50.784,Implantation,32341.75,101.961,913,153,Inspect,18,31,1,27-02-2022,22222,2222
1558,NOLSM812312,Oxidation,wet,1267.803024,44.6,0.213,20,Photo,11.233,14.992,19.999,204.103,90,504.103,4082.065,5102.581,5.105,93.677,30.007,photo_li,365,106.438,Etching,70.792,50.76,Implantation,32566.297,101.899,912,153,Inspect,126,31,2,27-02-2022,22311,2231
1559,NOLSM813313,Oxidation,wet,1276.382927,44.64,0.21,17,Photo,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006,photo_li,365,106.453,Etching,71.115,50.672,Implantation,32645.662,101.679,913,153,Inspect,96,31,3,27-02-2022,23111,2311
1560,NOLSM814314,Oxidation,wet,1274.433432,44.58,0.212,19,Photo,14.585,14.899,19.999,203.64,90,503.64,4072.805,5091.006,5.074,92.941,29.991,photo_li,365,104.887,Etching,70.445,50.163,Implantation,32461.883,100.406,899,151,Inspect,114,31,4,27-02-2022,23222,2322
1561,NOLSM815315,Oxidation,wet,1268.359218,44.61,0.207,14,Photo,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994,photo_li,365,106.489,Etching,69.576,50.315,Implantation,32642.909,100.788,912,151,Inspect,54,31,5,27-02-2022,23333,2333
1562,NOLSM816316,Oxidation,wet,1278.176491,44.56,0.212,19,Photo,20.797,15.063,20.001,203.443,90,503.443,4068.863,5086.079,5.085,93.536,29.999,photo_li,365,106.568,Etching,71.212,50.668,Implantation,32152.262,101.669,913,153,Inspect,84,31,6,27-02-2022,31133,3113
1563,NOLSM817317,Oxidation,wet,1276.231363,44.6,0.212,19,Photo,17.331,14.961,19.999,203.505,90,503.505,4070.109,5087.637,5.091,93.521,30.005,photo_li,365,106.04,Etching,70.575,50.617,Implantation,32326.426,101.541,908,152,Inspect,30,31,7,27-02-2022,31222,3122
1564,NOLSM818318,Oxidation,wet,1268.724822,44.63,0.21,17,Photo,20.643,14.999,20.005,203.228,90,503.228,4064.561,5080.701,5.08,93.318,29.998,photo_li,365,105.961,Etching,71.077,50.473,Implantation,32037.587,101.183,908,152,Inspect,48,31,8,27-02-2022,31311,3131
1565,NOLSM819319,Oxidation,wet,1280.516618,44.65,0.211,18,Photo,13.547,15.054,20.003,202.851,90,502.851,4057.016,5071.27,5.056,93.116,29.998,photo_li,365,105.48,Etching,71.065,50.229,Implantation,32030.86,100.574,903,151,Inspect,15,31,9,27-02-2022,32111,3211
1566,NOLSM8203110,Oxidation,wet,1273.845898,44.62,0.21,17,Photo,18.682,14.986,19.998,202.375,90,502.375,4047.508,5059.385,5.049,93.067,29.993,photo_li,365,104.72,Etching,71.387,50.075,Implantation,32173.088,100.188,906,150,Inspect,9,31,10,27-02-2022,32222,3222
1567,NOLSM8213111,Oxidation,wet,1271.441974,44.61,0.212,19,Photo,20.407,15.073,19.998,202.027,90,502.027,4040.549,5050.686,5.049,92.967,29.996,photo_li,365,105.303,Etching,70.745,49.845,Implantation,32172.83,99.613,906,149,Inspect,111,31,11,27-02-2022,33133,3313
1568,NOLSM8223112,Oxidation,wet,1273.849873,44.69,0.212,19,Photo,20.206,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014,photo_li,365,104.968,Etching,70.585,50.113,Implantation,32187.56,100.284,902,150,Inspect,129,31,12,27-02-2022,33311,3331
1569,NOLSM8233113,Oxidation,wet,1270.70902,44.72,0.211,18,Photo,19.897,14.915,20,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009,photo_li,365,105.584,Etching,71.06,49.878,Implantation,32191.766,99.695,902,150,Inspect,45,31,13,27-02-2022,11111,1111
1570,NOLSM8243114,Oxidation,wet,1271.740548,44.79,0.214,21,Photo,20.281,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005,photo_li,365,104.941,Etching,70.365,50.029,Implantation,32188.486,100.074,902,150,Inspect,66,31,14,27-02-2022,11222,1122
1571,NOLSM8253115,Oxidation,wet,1266.660904,44.75,0.213,20,Photo,11.447,15.033,20,200.716,90,500.716,4014.329,5017.911,5.019,92.252,29.994,photo_li,365,105.668,Etching,69.918,49.922,Implantation,32183.758,99.805,896,150,Inspect,66,31,15,27-02-2022,11333,1133
1572,NOLSM8263116,Oxidation,wet,1272.978539,44.75,0.214,21,Photo,16.992,14.929,20.003,201.234,90,501.234,4024.681,5030.851,5.026,91.889,29.998,photo_li,365,104.907,Etching,71.169,50.214,Implantation,32180.949,100.535,885,151,Inspect,111,31,16,27-02-2022,12133,1213
1573,NOLSM8273117,Oxidation,wet,1271.129546,44.82,0.213,20,Photo,15.342,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001,photo_li,365,105.427,Etching,70.12,49.962,Implantation,32264.156,99.904,889,150,Inspect,39,31,17,27-02-2022,12311,1231
1574,NOLSM8283118,Oxidation,wet,1268.575074,44.9,0.214,21,Photo,20.463,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006,photo_li,365,105.528,Etching,71.263,50.032,Implantation,32264.303,100.079,886,150,Inspect,51,31,18,27-02-2022,13111,1311
1575,NOLSM8293119,Oxidation,wet,1282.30307,45.03,0.215,22,Photo,11.254,15.093,20.006,200.868,90,500.868,4017.361,5021.702,5.021,93.058,29.995,photo_li,365,105.132,Etching,71.656,50.185,Implantation,32359.833,100.463,884,151,Inspect,18,31,19,27-02-2022,13222,1322
1576,NOLSM8303120,Oxidation,wet,1270.202154,44.94,0.215,22,Photo,11.233,15.095,20,202.066,90,502.066,4041.328,5051.659,5.012,91.642,30,photo_li,365,105.207,Etching,70.218,49.806,Implantation,32362.152,99.514,886,149,Inspect,12,31,20,27-02-2022,13333,1333
1577,NOLSM8313121,Oxidation,wet,1272.842125,44.92,0.215,22,Photo,19.722,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997,photo_li,365,106.272,Etching,71.536,50.46,Implantation,32358.195,101.149,868,152,Inspect,159,31,21,27-02-2022,21133,2113
1578,NOLSM8323122,Oxidation,wet,1267.846723,44.84,0.217,24,Photo,14.71,15.055,19.998,202.456,90,502.456,4049.123,5061.404,5.063,93.113,30.004,photo_li,365,106.328,Etching,70.395,50.431,Implantation,32353.162,101.078,869,152,Inspect,93,31,22,27-02-2022,21222,2122
1579,NOLSM8333123,Oxidation,wet,1275.752707,44.84,0.217,24,Photo,20.77,14.915,20.005,203.214,90,503.214,4064.29,5080.362,5.079,93.135,29.998,photo_li,365,106.615,Etching,71.533,50.477,Implantation,32365.612,101.193,869,152,Inspect,168,31,23,27-02-2022,21311,2131
1580,NOLSM8343124,Oxidation,wet,1273.413729,44.87,0.219,26,Photo,20.546,15.039,20,204.229,90,504.229,4084.573,5105.717,5.103,94.179,30.003,photo_li,365,108.036,Etching,71.794,50.856,Implantation,32257.524,102.14,869,153,Inspect,90,31,24,27-02-2022,22111,2211
1581,NOLSM8353125,Oxidation,wet,1273.038761,44.97,0.22,27,Photo,15.457,15.015,20,205.405,90,505.405,4108.098,5135.123,5.126,94.168,29.991,photo_li,365,107.441,Etching,71.361,51.057,Implantation,32254.026,102.642,868,154,Inspect,108,31,25,27-02-2022,22222,2222
1582,NOLSM8363126,Oxidation,wet,1280.10712,44.98,0.218,25,Photo,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005,photo_li,365,107.419,Etching,72.044,50.855,Implantation,32254.395,102.138,868,153,Inspect,105,31,26,27-02-2022,22333,2233
1583,NOLSM8373127,Oxidation,wet,1270.900465,44.8,0.219,26,Photo,17.367,15.044,19.996,204.363,90,504.363,4087.265,5109.081,5.11,93.373,30.004,photo_li,365,106.512,Etching,71.199,50.927,Implantation,32255.649,102.317,868,153,Inspect,207,31,27,27-02-2022,23133,2313
1584,NOLSM298121298,Oxidation,dry,1036.950316,28.44,0.209,71,Photo,12.463,15.087,20.003,202.544,90,504.231,4027.291,4967.037,4.765,89.107,30.002,photo_li,436,107.128,Etching,73.064,51.037,Implantation,31654.923,100.542,917,150,Inspect,68,12,28,28-02-2022,13111,1311
1585,NOLSM299122299,Oxidation,wet,1120.268289,29.78,0.2,60,Photo,19.767,15.073,19.997,192.937,90,500.053,4012.326,4994.356,5.006,88.854,30,photo_li,405,107.948,Etching,69.676,51.752,Implantation,32420.46,102.947,884,152,Inspect,142,12,29,28-02-2022,13122,1312
1586,NOLSM300123300,Oxidation,dry,1008.870586,32.05,0.202,48,Photo,16.029,15.147,19.999,197.925,89.999,500.402,4027.157,5075.449,4.962,91.537,30.004,photo_li,365,106.757,Etching,69.441,51.497,Implantation,32096.305,102.504,896,158,Inspect,75,12,30,28-02-2022,13133,1313
1587,NOLSM301124301,Oxidation,dry,1172.45893,35.12,0.21,41,Photo,17.587,14.942,20.001,200.814,90,494.976,4014.51,4981.541,4.973,91.475,30.009,photo_li,365,111.245,Etching,71.211,50.803,Implantation,32563.022,100.521,901,152,Inspect,153,12,31,28-02-2022,13111,1311
1588,NOLSM302125302,Oxidation,dry,1109.620368,32.8,0.21,101,Photo,16.445,14.811,19.997,202.072,90.001,499.243,3999.03,5007.347,5.107,92.033,30,photo_li,436,107.687,Etching,70.614,51.156,Implantation,30885.27,102.933,884,156,Inspect,29,12,32,28-02-2022,13122,1312
1589,NOLSM303126303,Oxidation,dry,1077.356526,31.86,0.208,100,Photo,13.45,14.945,20.003,200.137,90.001,501.188,4057.631,4936.117,5.018,91.822,29.998,photo_li,436,105.516,Etching,71.089,51.154,Implantation,31320.289,101.766,884,153,Inspect,66,12,33,28-02-2022,13133,1313
1590,NOLSM304127304,Oxidation,dry,1102.898535,39.51,0.21,26,Photo,13.508,14.968,20.004,198.682,90,493.336,4030.919,4973.993,4.993,90.736,29.999,photo_li,436,109.16,Etching,70.74,51.476,Implantation,31878.063,103.123,910,152,Inspect,118,12,34,28-02-2022,13111,1311
